,Order,Wavelength Start A,Region Size A,Wavelength Start B,Region Size B,Both Fibers,Integrated Flux B
0,0,9802.398473077223,0.2980529244614445,9802.398473077223,0.2980529244614445,0,0.0
1,2,9911.35618539625,0.2536989791551605,9911.35618539625,0.2536989791551605,0,0.0
2,2,9917.113552156488,0.3212403053057642,9917.113552156488,0.3212403053057642,0,0.0
3,2,9944.20848089178,0.29436116606302676,9944.20848089178,0.29436116606302676,0,0.0
4,2,9948.942973675561,0.5455967572852387,9948.942973675561,0.5455967572852387,0,0.0
5,2,9959.13320875879,0.4609839156164526,9959.286977503465,0.15366132529379684,1,67.31702734663823
6,3,10015.33339546977,0.4241092251941154,10015.33339546977,0.4241092251941154,1,186.46253315382612
7,4,10015.360770638092,0.43331039201257227,10015.360770638092,0.43331039201257227,0,0.0
8,4,10037.685761124074,0.4154033618797257,10037.685761124074,0.4154033618797257,0,0.0
9,4,10063.103015726314,0.4598699341840984,10063.103015726314,0.4598699341840984,0,0.0
10,4,10084.966853883283,0.49275277780907345,10084.966853883283,0.49275277780907345,0,0.0
11,5,10126.677125787335,0.47225078965129796,10126.749819377023,0.3269428803741903,1,130.41421106214074
12,5,10174.123713452957,0.3364124336239911,10174.123713452957,0.3364124336239911,0,0.0
13,5,10174.70445117781,0.5791294416430901,10174.70445117781,0.5791294416430901,0,0.0
14,6,10205.606494055997,0.39398412523769366,10205.606494055997,0.39398412523769366,0,0.0
15,6,10211.432436716217,0.3167083631615242,10211.432436716217,0.3167083631615242,0,0.0
16,6,10213.53783595734,0.5241393904234428,10213.53783595734,0.5241393904234428,1,177.82432651270875
17,6,10228.003856103212,1.061704334899332,10228.003856103212,1.061704334899332,0,0.0
18,7,10287.144307150473,0.4559017201336246,10287.144307150473,0.4559017201336246,0,0.0
19,7,10289.138241482719,0.5921563339888962,10289.138241482719,0.5921563339888962,1,488.8622726556559
20,7,10298.53862553411,0.6739918904404476,10298.53862553411,0.6739918904404476,0,0.0
21,8,10399.185537555575,0.3326642935680866,10399.185537555575,0.3326642935680866,0,0.0
22,9,10420.878261093463,0.705057580020366,10420.878261093463,0.705057580020366,1,432.1369295368434
23,9,10471.407166350788,0.740018290509397,10471.407166350788,0.740018290509397,0,0.0
24,10,10453.084330112955,0.5337886837551196,10453.084330112955,0.5337886837551196,0,0.0
